Time [us], A0, A1
46401792,264,387
46404556,263,404
46407324,264,413
46410100,265,403
46412872,265,396
46415644,265,375
46418428,266,360
46421196,264,361
46423964,266,352
46426740,267,361
46429516,264,349
46432292,265,349
46435060,266,347
46437832,264,357
46440596,264,368
46443372,264,375
46446156,265,368
46448916,266,370
46451676,269,365
46454452,265,354
46457228,265,365
46459996,265,369
46462756,265,367
46465532,264,348
46468300,265,358
46471068,266,355
46473840,265,347
46476620,264,358
46479396,263,356
46482164,264,348
46484932,263,338
46487700,266,355
46490476,264,359
46493252,266,362
46496020,265,355
46498784,265,348
46501556,263,344
46504332,264,339
46507100,264,343
46509868,264,329
46512636,265,323
46515412,266,318
46518188,264,327
46520948,266,318
46523724,265,319
46526508,265,319
46529276,266,312
46532052,265,303
46534816,265,288
46537588,265,297
46540364,264,282
46543140,265,293
46545900,264,284
46548676,265,302
46551452,263,282
46554228,265,284
46556996,264,285
46559772,263,291
46562548,264,292
46565316,262,280
46568100,265,285
46570876,264,283
46573644,265,272
46576420,265,277
46579204,266,292
46581972,265,279
46584740,266,269
46587516,262,278
46590292,266,281
46593060,265,295
46595824,265,314
46598596,265,322
46601372,265,324
46604140,264,329
46606908,266,336
46609668,265,337
46612436,265,337
46615212,262,334
46617988,264,318
46620748,265,320
46623524,267,322
46626300,265,321
46629076,264,322
46631848,265,321
46634628,265,319
46637404,265,326
46640180,267,337
46642940,264,338
46645716,262,337
46648484,265,333
46651252,264,330
46654020,264,330
46656784,264,335
46659548,265,335
46662324,264,337
46665100,265,332
46667868,268,323
46670636,263,327
46673412,265,335
46676180,264,335
46678948,265,332
46681724,266,330
46684500,264,323
46687272,265,336
46690044,265,343
46692816,263,339
46695580,265,339
46698356,266,338
46701132,266,336
46703892,267,340
46706660,265,345
46709428,265,347
46712204,263,347
46714972,265,343
46717732,264,344
46720516,266,345
46723284,265,345
46726044,265,347
46728816,264,345
46731588,260,341
46734364,263,337
46737140,262,339
46739900,266,342
46742660,266,343
46745428,264,343
46748204,267,339
46750972,266,335
46753740,265,334
46756524,264,339
46759300,264,338
46762068,265,338
46764840,265,335
46767612,265,331
46770380,265,332
46773148,264,337
46775916,266,337
46778692,264,337
46781472,265,335
46784244,264,331
46787012,263,332
46789772,265,338
46792548,267,338
46795332,264,337
46798116,265,335
46800884,268,330
46803652,264,332
46806428,263,337
46809196,264,337
46811964,265,338
46814740,266,336
46817508,265,331
46820276,266,332
46823044,265,337
46825816,264,338
46828588,263,337
46831356,264,336
46834140,264,331
46836908,265,332
46839676,264,337
46842460,267,337
46845236,265,338
46848012,265,336
46850772,262,331
46853548,265,331
46856316,264,337
46859084,265,338
46861856,264,338
46864620,264,336
46867388,265,331
46870164,265,331
46872940,264,337
46875716,264,338
46878484,266,338
46881268,265,336
46884036,264,331
46886808,265,332
46889572,265,337
46892348,265,338
46895120,266,338
46897884,265,336
46900660,262,331
46903428,261,331
46906204,264,338
46908972,263,338
46911732,265,338
46914508,265,337
46917284,264,331
46920060,265,331
46922832,262,338
46925596,265,338
46928372,265,338
46931148,266,337
46933916,264,331
46936692,265,331
46939468,264,337
46942240,265,338
46945012,263,338
46947792,264,337
46950564,266,331
46953332,263,331
46956108,265,337
46958868,264,338
46961636,264,338
46964404,264,337
46967180,265,331
46969948,264,331
46972716,265,337
46975484,264,338
46978252,265,338
46981020,267,337
46983800,261,331
46986564,266,332
46989340,264,337
46992108,265,338
46994876,265,338
46997644,268,337
47000412,264,331
47003188,264,331
47005956,265,337
47008724,265,338
47011508,264,338
47014284,263,337
47017052,264,331
47019824,265,331
47022596,264,337
47025364,265,338
47028132,266,338
47030908,264,337
47033676,263,331
47036456,264,331
47039220,264,337
47041988,264,338
47044756,264,338
47047524,267,337
47050300,264,331
47053068,266,331
47055840,266,337
47058604,265,338
47061380,265,338
47064156,264,337
47066924,265,331
47069692,265,331
47072460,264,337
47075228,265,338
47078004,265,338
47080780,265,337
47083552,265,331
47086324,266,331
47089100,265,337
47091860,265,338
47094628,264,338
47097404,263,337
47100180,266,331
47102940,265,331
47105716,263,337
47108484,265,338
47111252,265,338
47114020,267,338
47116800,264,332
47119564,266,331
47122332,264,337
47125108,266,338
47127884,265,338
47130660,266,338
47133420,265,331
47136188,263,331
47138948,265,337
47141716,262,338
47144492,266,338
47147268,265,338
47150036,264,332
47152816,265,331
47155596,265,337
47158372,264,338
47161140,265,338
47163908,264,337
47166676,264,331
47169452,264,331
47172220,267,337
47174988,266,338
47177764,263,338
47180532,264,338
47183308,264,331
47186076,265,331
47188840,265,337
47191620,264,338
47194388,263,338
47197164,264,337
47199932,265,331
47202708,267,331
47205476,265,337
47208252,263,338
47211028,263,338
47213792,264,338
47216556,265,332
47219332,265,331
47222100,268,337
47224876,264,338
47227644,265,338
47230420,264,338
47233180,265,332
47235948,264,331
47238724,265,337
47241492,265,338
47244260,265,338
47247028,265,338
47249800,264,332
47252564,265,331
47255340,265,337
47258116,264,338
47260884,264,338
47263652,264,338
47266420,263,332
47269196,265,331
47271980,265,337
47274748,264,338
47277524,265,338
47280292,266,338
47283052,268,332
47285816,272,331
47288580,265,337
47291348,264,338
47294124,265,338
47296900,263,338
47299668,265,332
47302436,263,330
47305212,265,336
47307980,266,338
47310740,264,338
47313516,264,337
47316292,264,332
47319064,265,331
47321832,264,336
47324612,267,338
47327388,264,338
47330156,265,338
47332932,264,332
47335700,264,330
47338468,264,336
47341244,265,338
47344020,265,338
47346780,267,338
47349548,265,333
47352324,265,331
47355092,264,336
47357860,264,338
47360636,262,338
47363412,264,338
47366184,266,332
47368948,267,330
47371716,264,336
47374492,266,338
47377260,264,338
47380036,265,338
47382808,263,333
47385572,266,331
47388356,265,336
47391132,266,338
47393900,265,338
47396668,264,338
47399444,261,332
47402212,264,331
47404972,263,336
47407748,266,338
47410524,264,338
47413296,265,338
47416060,258,333
47418840,265,330
47421604,266,336
47424380,265,338
47427156,263,338
47429924,264,337
47432684,265,332
47435460,266,331
47438236,265,336
47441004,266,338
47443772,264,338
47446548,264,338
47449308,265,333
47452076,277,331
47454856,264,336
47457628,265,338
47460408,265,338
47463180,263,338
47465948,266,332
47468716,266,331
47471492,264,336
47474268,265,338
47477044,265,338
47479816,264,338
47482580,264,333
47485356,264,331
47488124,264,335
47490892,265,338
47493668,263,338
47496444,264,338
47499212,265,333
47501988,262,331
47504764,264,335
47507540,267,338
47510308,266,338
47513092,265,338
47515864,264,333
47518628,264,330
47521404,265,335
47524172,265,338
47526944,264,338
47529716,263,338
47532492,265,333
47535260,263,330
47538020,264,335
47540788,265,338
47543564,264,338
47546332,264,338
47549116,264,333
47551892,266,331
47554660,265,335
47557428,265,338
47560204,265,338
47562980,265,338
47565748,265,333
47568524,263,330
47571300,267,335
47574068,264,338
47576840,264,338
47579612,265,338
47582380,264,333
47585156,265,331
47587924,265,335
47590684,265,338
47593452,265,338
47596228,264,338
47598996,265,333
47601764,264,331
47604540,263,334
47607316,265,338
47610092,263,338
47612864,266,338
47615636,265,333
47618412,265,330
47621188,265,334
47623948,265,338
47626716,266,338
47629484,265,338
47632252,264,333
47635028,264,330
47637808,264,334
47640572,265,338
47643348,265,338
47646124,266,338
47648892,266,333
47651660,264,331
47654436,264,334
47657204,264,338
47659980,265,338
47662756,265,338
47665532,264,334
47668300,260,330
47671052,263,334
47673816,265,338
47676588,263,338
47679356,265,338
47682140,265,333
47684916,264,330
47687692,265,334
47690460,266,338
47693236,264,338
47696004,264,338
47698772,265,334
47701548,264,331
47704316,261,334
47707076,264,338
47709848,265,338
47712620,265,338
47715404,267,334
47718172,261,331
47720948,266,333
47723716,265,338
47726492,265,338
47729276,266,338
47732052,265,334
47734832,267,330
47737588,265,334
47740364,265,338
47743140,265,338
47745908,266,337
47748676,264,334
47751444,263,331
47754212,265,333
47756988,264,338
47759764,265,338
47762540,264,338
47765308,264,334
47768084,265,331
47770848,264,333
47773620,264,338
47776396,265,338
47779172,263,338
47781948,265,334
47784716,265,330
47787492,265,333
47790268,265,338
47793036,262,338
47795808,264,338
47798588,265,334
47801360,266,331
47804124,268,333
47806892,264,338
47809652,266,338
47812420,264,338
47815196,265,334
47817964,266,331
47820724,275,333
47823500,265,338
47826276,265,338
47829048,267,338
47831816,265,334
47834588,265,331
47837356,262,333
47840124,264,338
47842900,264,338
47845660,265,338
47848428,265,334
47851196,264,331
47853964,266,333
47856724,265,338
47859484,264,338
47862260,265,338
47865028,265,335
47867800,265,331
47870572,264,333
47873348,265,338
47876120,265,338
47878884,265,338
47881652,263,335
47884428,265,331
47887196,267,333
47889964,263,338
47892732,264,338
47895500,264,338
47898284,264,335
47901052,267,331
47903824,265,333
47906588,265,338
47909364,264,338
47912132,266,338
47914900,266,335
47917668,266,331
47920444,265,333
47923208,264,338
47925980,264,338
47928756,264,338
47931524,276,335
47934292,264,331
47937068,265,332
47939840,265,337
47942612,266,338
47945388,265,338
47948156,265,335
47950924,265,330
47953684,266,332
47956460,266,338
47959228,264,338
47961988,263,338
47964764,265,335
47967540,267,331
47970324,265,332
47973092,265,338
47975868,264,338
47978636,265,338
47981412,265,335
47984196,266,331
47986956,259,332
47989724,264,338
47992508,266,338
47995284,265,338
47998052,265,335
48000824,266,331
48003596,266,332
48006364,264,338
48009132,265,338
48011900,265,338
48014660,266,336
48017432,265,331
48020204,263,332
48022980,264,338
48025748,264,338
48028524,264,338
48031300,265,336
48034068,264,331
48036840,264,332
48039612,265,338
48042388,265,338
48045156,265,338
48047916,263,336
48050692,262,331
48053468,265,332
48056228,264,338
48058996,266,338
48061764,264,338
48064536,266,336
48067308,265,331
48070084,267,332
48072848,264,338
48075620,264,338
48078396,265,338
48081172,261,336
48083940,266,331
48086716,264,332
48089492,264,338
48092268,262,338
48095036,265,338
48097816,264,336
48100588,266,331
48103364,264,332
48106140,264,338
48108916,264,338
48111680,265,338
48114452,266,336
48117228,264,331
48119996,266,332
48122764,266,337
48125540,264,338
48128316,265,338
48131092,263,336
48133864,266,331
48136628,263,332
48139396,265,338
48142164,265,338
48144940,264,338
48147708,265,337
48150476,262,331
48153252,265,332
48156012,265,338
48158784,265,338
48161556,265,338
48164332,265,337
48167100,266,331
48169872,265,331
48172636,267,338
48175404,264,338
48178164,264,338
48180940,266,337
48183716,264,331
48186484,264,331
48189252,265,337
48192028,264,338
48194788,265,338
48197556,266,337
48200332,264,331
48203108,264,331
48205880,265,338
48208652,263,338
48211428,264,338
48214204,264,337
48216972,264,331
48219732,265,331
48222508,264,338
48225292,262,338
48228060,265,338
48230840,262,337
48233604,265,331
48236380,265,331
48239156,265,338
48241924,265,338
48244692,265,338
48247468,263,337
48250244,267,331
48253012,264,331
48255772,263,337
48258548,265,338
48261324,263,338
48264092,266,337
48266872,266,331
48269644,264,331
48272420,265,337
48275188,266,338
48277964,264,338
48280732,264,337
48283500,264,331
48286276,264,331
48289036,265,337
48291808,264,338
48294580,264,338
48297356,265,337
48300124,263,331
48302892,264,331
48305660,263,337
48308428,264,338
48311204,263,338
48313972,265,337
48316744,255,331
48319520,263,331
48322292,265,337
48325060,264,338
48327832,266,338
48330596,265,337
48333372,259,332
48336140,265,331
48338908,265,337
48341684,266,338
48344460,265,338
48347212,265,338
48349972,266,332
48352748,264,331
48355516,267,337
48358292,264,338
48361060,264,338
48363840,264,338
48366612,261,332
48369380,264,331
48372156,264,337
48374924,266,338
48377684,265,338
48380460,265,338
48383228,264,332
48385996,267,331
48388772,266,337
48391548,262,338
48394324,265,338
48397092,265,337
48399864,264,332
48402628,264,331
48405404,264,337
48408188,265,338
48410956,264,338
48413728,268,338
48416500,265,332
48419276,265,331
48422044,263,337
48424816,264,338
48427588,264,338
48430356,266,338
48433124,264,332
48435892,264,331
48438660,264,337
48441428,265,338
48444196,266,338
48446972,265,338
48449732,267,332
48452508,264,330
48455284,264,337
48458052,264,338
48460832,265,338
48463596,265,338
48466372,265,332
48469148,270,331
48471916,263,337
48474692,264,338
48477468,264,338
48480236,266,338
48483004,270,332
48485780,268,331
48488548,265,337
48491324,265,338
48494100,262,338
48496872,264,338
48499636,266,332
48502404,263,330
48505180,264,337
48507944,264,338
48510708,264,338
48513484,264,338
48516252,267,332
48519020,267,331
48521788,264,337
48524556,264,338
48527324,265,338
48530100,266,338
48532872,266,332
48535636,264,330
48538396,263,337
48541172,265,338
48543940,265,338
48546700,263,338
48549476,266,332
48552252,268,330
48555028,264,336
48557788,265,338
48560556,264,338
48563324,265,338
48566092,264,332
48568872,264,331
48571636,264,336
48574412,266,338
48577188,266,338
48579964,264,338
48582732,266,332
48585500,265,330
48588276,263,336
48591036,265,338
48593808,265,338
48596572,266,338
48599348,263,332
48602120,265,331
48604884,265,336
48607660,264,338
48610428,267,338
48613196,266,338
48615964,261,332
48618732,265,331
48621500,263,336
48624276,266,338
48627052,264,338
48629824,265,337
48632588,264,332
48635364,265,331
48638124,264,336
48640892,265,338
48643660,265,338
48646428,265,338
48649196,263,333
48651956,263,331
48654732,263,336
48657508,264,338
48660268,265,338
48663044,263,338
48665816,265,333
48668580,265,331
48671356,263,335
48674132,264,338
48676908,264,338
48679676,264,338
48682452,264,333
48685228,266,331
48687996,264,336
48690772,263,338
48693548,264,338
48696332,264,338
48699100,269,332
48701876,265,330
48704636,267,335
48707396,264,338
48710172,264,338
48712940,263,338
48715708,262,333
48718484,265,331
48721260,265,335
48724024,265,338
48726788,267,338
48729564,265,338
48732332,265,333
48735100,264,331
48737880,264,335
48740660,265,338
48743444,262,338
48746204,264,338
48748972,259,333
48751740,266,330
48754500,263,335
48757268,264,338
48760036,264,338
48762804,266,338
48765588,263,333
48768356,265,331
48771136,262,335
48773900,264,338
48776676,264,338
48779452,265,338
48782212,265,333
48784996,266,331
48787772,264,335
48790552,265,338
48793324,265,338
48796100,264,338
48798864,259,333
48801636,265,331
48804412,264,334
48807180,265,338
48809940,266,338
48812708,265,338
48815484,264,333
48818252,265,331
48821012,264,334
48823788,266,338
48826556,264,338
48829324,267,338
48832108,266,333
48834880,265,331
48837640,264,334
48840420,265,338
48843196,264,338
48845964,265,338
48848732,264,333
48851508,266,331
48854268,265,334
48857036,265,338
48859816,265,338
48862588,264,338
48865356,265,333
48868116,265,331
48870884,262,334
48873660,264,338
48876428,264,338
48879212,264,338
48881996,263,334
48884768,265,331
48887548,268,334
48890316,264,338
48893084,264,338
